ClientId,Period,PlanId,PlanName,FormularyId,FormularyName,ControllerId,ControllerName,Channel,PlanType,PBMId,PBMName
13104,202112,65172,Humana Gold Plus - Diabetes/Plus 5 SNP,61994,Humana Medicare Plus - 5,3169,"Humana, Inc.",Medicare Part D,MA-PD,66445,Humana PBM
13104,202112,65176,UnitedHealthcare Medicare Advantage Plan 3,61898,AARP Medicare Advantage 5 Tier,3180,"UnitedHealth Group, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65180,UnitedHealthcare Assisted Living Plan SNP,61600,UnitedHealthcare Medicare Advantage 5 Tier MCSNP,3180,"UnitedHealth Group, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65185,UnitedHealthcare Dual Complete LP1 SNP,63587,UnitedHealthCare Medicare Advantage & Dual Complete 1 Tier,3180,"UnitedHealth Group, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65186,UnitedHealthcare Dual Complete ONE,63587,UnitedHealthCare Medicare Advantage & Dual Complete 1 Tier,3180,"UnitedHealth Group, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65189,Anthem MediBlue Dual Advantage 6T SNP,63713,Anthem Medicare Core Formulary,3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65192,Empire MediBlue Dual Advantage SNP,63713,Anthem Medicare Core Formulary,3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65193,Blue MedicareRx Plus,63720,Anthem Medicare PDP Plus Formulary,3181,"Anthem, Inc.",Medicare Part D,PDP,69652,IngenioRx
13104,202112,65197,Anthem Blue Cross Cal MediConnect MMP,61645,Anthem Blue Cross MMP Formulary,3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65199,PrimeTime Health Plan Aultimate,60042,PrimeTime Health Plan,3325,AultCare Health Foundation,Medicare Part D,MA-PD,889,OptumRx
13104,202112,65200,Harvard Pilgrim Stride Value Rx,61225,Harvard Pilgrim Health Care Stride,3343,"Harvard Pilgrim Healthcare, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65203,Health Net Violet 3 PPO,61123,"Health Net Gold Select, Healthy Heart, Jade, Ruby, Ruby Select, Sapphire, Violet",5702,Centene Corporation,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65206,Geisinger Gold Classic Advantage Rx,59108,Geisinger Gold $0 Deductible Rx,3366,Geisinger Health System Corporation,Medicare Part D,MA-PD,7237,PerformRx
13104,202112,65207,Geisinger Gold Classic Complete Rx,59108,Geisinger Gold $0 Deductible Rx,3366,Geisinger Health System Corporation,Medicare Part D,MA-PD,7237,PerformRx
13104,202112,65208,Geisinger Gold Preferred Advantage Rx,59108,Geisinger Gold $0 Deductible Rx,3366,Geisinger Health System Corporation,Medicare Part D,MA-PD,7237,PerformRx
13104,202112,65209,Geisinger Gold Preferred Complete Rx,59108,Geisinger Gold $0 Deductible Rx,3366,Geisinger Health System Corporation,Medicare Part D,MA-PD,7237,PerformRx
13104,202112,65211,Regence Blue MedAdvantage HMO,61416,Regence BlueShield of Idaho Blue MedAdvantage/MedAdvantage + Rx,63149,Cambia Health Solutions,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65212,Regence Blue MedAdvantage HMO Plus ,61416,Regence BlueShield of Idaho Blue MedAdvantage/MedAdvantage + Rx,63149,Cambia Health Solutions,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65216,WellCare Liberty HMO D-SNP,64377,WellCare Formulary 8 - 2021,5702,Centene Corporation,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65218,Community Blue Medicare HMO Signature,63534,Highmark Medicare 5 Tier Closed Performance,4818,"Highmark, Inc.",Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65219,Community Blue Medicare HMO Prestige,63537,Highmark Medicare 5 Tier Closed Venture,4818,"Highmark, Inc.",Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65220,Platinum Blue Choice Plan with Rx,61617,Blue Cross Blue Shield of Minnesota Platinum Blue,5706,Blue Cross Blue Shield of Minnesota,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65221,Platinum Blue Complete Plan with Rx,61617,Blue Cross Blue Shield of Minnesota Platinum Blue,5706,Blue Cross Blue Shield of Minnesota,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65222,Platinum Blue Core Plan with Rx,61617,Blue Cross Blue Shield of Minnesota Platinum Blue,5706,Blue Cross Blue Shield of Minnesota,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65223,Blue Medicare HMO Essential,61596,BCBS NC Blue Medicare Essential,5727,Blue Cross Blue Shield of North Carolina,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65225,BlueCross BlueShield Forever Blue PPO Value,59107,HealthNow New York Medicare,5730,"HealthNow New York, Inc.",Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65227,HMSA Akamai Advantage Standard,60505,Akamai Advantage,5732,Hawaii Medical Service Association,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65228,HMSA Akamai Advantage Standard Plus,60505,Akamai Advantage,5732,Hawaii Medical Service Association,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65229,HMSA Akamai Advantage Complete,60505,Akamai Advantage,5732,Hawaii Medical Service Association,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65230,HMSA Akamai Advantage Complete Plus,60505,Akamai Advantage,5732,Hawaii Medical Service Association,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65232,Health Alliance Medicare HMO 40 Rx,59182,Health Alliance Medicare,70783,The Carle Foundation,Medicare Part D,MA-PD,889,OptumRx
13104,202112,65238,Molina Dual Options-California MMP,61559,Molina Dual Options-California MMP,6149,"Molina Health Care, Inc.",Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65239,Molina Dual Options MyCareOhio,61557,Molina Dual Options MyCareOhio MMP,6149,"Molina Health Care, Inc.",Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65242,CoxHealth MedicarePlus ,62054,CoxHealth MedicarePlus,7383,"Essence, Inc.",Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65247,Freedom Platinum Plan Rx,59419,Freedom Health Medicare,3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65248,CDPHP Basic RX,59231,CDPHP Medicare Advantage,7424,"Capital District Physicians Health Plan, Inc.",Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65249,HealthSun HealthAdvantage Plan ,60188,HealthSun Health Plans,3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65251,PriorityMedicare Ideal ,59329,Priority Health Medicare,69677,Spectrum Health System,Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65252,Providence Medicare Prime + RX,63904,Providence Medicare Advantage,7437,Providence Health System,Medicare Part D,MA-PD,66417,Providence Health Plan PBM
13104,202112,65253,Providence Medicare Compass + RX,63904,Providence Medicare Advantage,7437,Providence Health System,Medicare Part D,MA-PD,66417,Providence Health Plan PBM
13104,202112,65254,Providence Medicare Latitude + RX,63904,Providence Medicare Advantage,7437,Providence Health System,Medicare Part D,MA-PD,66417,Providence Health Plan PBM
13104,202112,65256,CareSource MyCare Ohio MMP,61592,CareSource MyCare Ohio MMP,7448,CareSource Management Group,Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65261,CareAdvantage Cal MediConnect Plan MMP,61551,Health Plan of San Mateo CareAdvantage Cal MediConnect Plan MMP,7463,"Health Plan of San Mateo, Inc.",Medicare Part D,MA-PD,3995,DST Pharmacy Solutions
13104,202112,65263,Anthem MediBlue Connect Plus,59344,Anthem Medicare CareMore Formulary,3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65266,Brand New Day Harmony Care Plan SNP,59466,Brand New Day Harmony Drug Savings,66689,Bright Health,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65267,Central Health Focus Plan SNP,59296,Central Health Medicare Plan,7488,"Central Health Plan of California, Inc.",Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65268,Contigo Plus,60289,"Triple-S Advantage Medicare Real, Contigo Plus, Magno, Enlace, Brillante",7493,"Triple-S, Inc.",Medicare Part D,MA-PD,62490,Abarca Health
13104,202112,65269,Kaiser Permanente Medicare Advantage Columbia,59143,Kaiser Permanente Medicare Advantage,3171,"Kaiser Foundation Health Plans, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65270,Kaiser Permanente Medicare Advantage Harbor,59143,Kaiser Permanente Medicare Advantage,3171,"Kaiser Foundation Health Plans, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,65273,BCN Advantage HMO ConnectedCare,59161,BCN Advantage of Michigan,7510,Blue Cross Blue Shield of Michigan,Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65274,BlueCHiP for Medicare Extra,59237,BlueCHiP for Medicare BCBS Rhode Island,7511,"Blue Cross Blue Shield of Rhode Island, Inc.",Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65275,BlueCHiP for Medicare Advance,59237,BlueCHiP for Medicare BCBS Rhode Island,7511,"Blue Cross Blue Shield of Rhode Island, Inc.",Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65280,Horizon Medicare Blue Advantage,64420,Horizon Medicare Blue Advantage,7527,Horizon Blue Cross Blue Shield of New Jersey,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,65287,Optimum Gold Plus Plan,59420,"Optimum Healthcare Gold, Diamond Rewards, Platinum Plan & Emerald",3181,"Anthem, Inc.",Medicare Part D,MA-PD,69652,IngenioRx
13104,202112,65289,Santa Clara Family Health Plan Cal MediConnect MMP,61619,Santa Clara Family Health Plan Cal MediConnect,7663,Santa Clara Family Health Plan,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65292,FHCP Medicare Premier Plus,59152,FHCP Medvantage/Premier,66456,Florida Health Care Plans,Medicare Part D,MA-PD,889,OptumRx
13104,202112,65304,Care N' Care Classic (HMO) ,60540,Care N Care Medicare Health Plan,70772,Southwestern Health Resources,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,65308,PacificSource Medicare MyCare Choice Rx 29,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65309,PacificSource Medicare MyCare Choice Rx 24,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,65319,Banner University Care Advantage HMO SNP,61556,University Care Advantage,60202,Banner Health,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65320,BCBS of Kansas Blue MedicareRx Value,61670,BCBS of Kansas Blue MedicareRx Value,60568,Blue Cross and Blue Shield of Kansas,Medicare Part D,PDP,69652,IngenioRx
13104,202112,65321,BCBS of Kansas Blue MedicareRx Plus,61676,BCBS of Kansas Blue MedicareRx Plus,60568,Blue Cross and Blue Shield of Kansas,Medicare Part D,PDP,69652,IngenioRx
13104,202112,65324,EmblemHealth VIP Passport,59189,EmblemHealth Medicare HMO and PDP,60214,"EmblemHealth, Inc.",Medicare Part D,MA-PD,65113,EmblemHealth Pharmacy Benefit Services
13104,202112,65327,CHRISTUS Health Plan Generations,61571,CHRISTUS Health Plan Generations,63026,CHRISTUS Spohn Health System,Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,65329,Prominence Plus,61564,Prominence Health Plan,63038,"Universal Health Services, Inc.",Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65337,AARP MedicareRx Walgreens,61552,AARP Medicare Rx Walgreens,3180,"UnitedHealth Group, Inc.",Medicare Part D,PDP,889,OptumRx
13104,202112,65339,Aspire Health Value,61164,Aspire Health Plan,63127,Aspire Health Plan,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65341,AgeWell New York CareWell SNP,61575,AgeWell NY FeelWell/CareWell/AdvantagePlus,65110,AgeWell New York,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,65342,AgeWell New York FeelWell SNP,61575,AgeWell NY FeelWell/CareWell/AdvantagePlus,65110,AgeWell New York,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,65343,AgeWell New York LiveWell,61576,AgeWell NY LiveWell,65110,AgeWell New York,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,65345,Stanford Health Care Advantage - Platinum,61595,Stanford Health Care Advantage,65111,Stanford Health Care Alliance,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65347,Memorial Hermann Advantage HMO,61594,Memorial Hermann Advantage,65114,Memorial Hermann Healthcare System,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,65350,Tribute Advantage SNP,61585,Tribute Health Plan of Arkansas,65116,Tribute Health Plans,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,65360,CVS Caremark Advanced Control Formulary,61532,CVS Caremark Advanced Control Formulary,70777,CVS Health (Aetna),Commercial,PBM Offering,884,CVS Caremark RX
13104,202112,65361,Geisinger Health Plan HMO HIX,61233,Geisinger Marketplace Formulary,3366,Geisinger Health System Corporation,Health Exchange,HMO-HIX,7237,PerformRx
13104,202112,65363,Health First Health Plans HMO HIX,61186,Health First Health Plans Florida HIX,5806,"Health First, Inc. Florida",Health Exchange,HMO-HIX,889,OptumRx
13104,202112,65366,Univera Healthcare NY PPO HIX,61680,Univera Healthcare NY HIX,69674,Lifetime Healthcare Companies,Health Exchange,PPO-HIX,6466,FLRx
13104,202112,65369,UnitedHealthcare NY HMO HIX,61508,UnitedHealthcare 3 Tier Advantage HIX - NY,3180,"UnitedHealth Group, Inc.",Health Exchange,HMO-HIX,889,OptumRx
13104,202112,65372,Blue Shield of Northeastern New York POS HIX,61137,Blue Shield of Northeastern NY HIX,5730,"HealthNow New York, Inc.",Health Exchange,POS-HIX,7504,Express Scripts PBM
13104,202112,65391,Ambetter from Illinois Health HMO HIX,61505,Ambetter of Illinois HIX,5702,Centene Corporation,Health Exchange,HMO-HIX,6337,Envolve Pharmacy Solutions
13104,202112,65411,CIGNA Health Plans TN PPO HIX,63856,Cigna Plus TN 5-Tier HIX,3164,Cigna Corporation,Health Exchange,PPO-HIX,7504,Express Scripts PBM
13104,202112,65412,CIGNA Health Plans MO PPO HIX,63829,Cigna Plus MO 5-Tier HIX,3164,Cigna Corporation,Health Exchange,PPO-HIX,7504,Express Scripts PBM
13104,202112,65440,Anthem Blue Cross of California HDHP HIX,61125,Anthem BlueCross HIX CA,3181,"Anthem, Inc.",Health Exchange,HDHP-HIX,69652,IngenioRx
13104,202112,65481,Blue Cross Blue Shield of Wyoming PPO 4 Tier HIX,61533,BCBS of Wyoming BlueSelect 4 Tier HIX,60577,Blue Cross Blue Shield Wyoming,Health Exchange,PPO-HIX,60243,Prime Therapeutics
13104,202112,65488,Security Health Plan of Wisconsin HDHP HIX,61202,Security Health Plan of Wisconsin HIX,60548,Marshfield Clinic,Health Exchange,HDHP-HIX,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65492,Blue Cross Blue Shield of Alabama HDHP HIX,62347,BCBS of Alabama Source Plus Rx 1.0 Six Tier HIX,7519,Blue Cross Blue Shield of Alabama,Health Exchange,HDHP-HIX,60243,Prime Therapeutics
13104,202112,65494,Sanford Health Plan HDHP HIX,61397,Sanford Health Plan HIX,18139,Sanford Health Plan,Health Exchange,HDHP-HIX,889,OptumRx
13104,202112,65495,Physicians Health Plan of Michigan HMO HIX,62131,Physicians Health Plan of Michigan HIX,60553,Sparrow Health System,Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,65506,CareFirst BCBS VA HMO HIX,61839,CareFirst Exchange Formulary,3331,"CareFirst, Inc.",Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,65508,CareFirst BCBS VA PPO HIX,61839,CareFirst Exchange Formulary,3331,"CareFirst, Inc.",Health Exchange,PPO-HIX,884,CVS Caremark RX
13104,202112,65521,"BCBS of Arizona EverydayHealth, TrueHealth, and AdvancedHealth HMO HIX",61188,"BCBS of AZ HIX EverydayHealth, TrueHealth, and AdvancedHealth",18103,"Blue Cross Blue Shield of Arizona, Inc.",Health Exchange,HMO-HIX,889,OptumRx
13104,202112,65524,Anthem Blue Cross Blue Shield of Kentucky HMO HIX,61704,Anthem BlueCross BlueShield HIX KY,3181,"Anthem, Inc.",Health Exchange,HMO-HIX,69652,IngenioRx
13104,202112,65530,Mountain Health CO-OP POS HIX,61688,Mountain Health Coop HIX,63560,Mountain Health CO-OP,Health Exchange,POS-HIX,70856,RealRx
13104,202112,65532,Mountain Health CO-OP PPO HIX,61688,Mountain Health Coop HIX,63560,Mountain Health CO-OP,Health Exchange,PPO-HIX,70856,RealRx
13104,202112,65536,Allways Health Partners MA HMO HIX,63862,AllWays Health Partners MA HIX,60545,Allways Health Partners,Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,65539,CareSource IN HMO HIX,61689,CareSource HIX IN,7448,CareSource Management Group,Health Exchange,HMO-HIX,7504,Express Scripts PBM
13104,202112,65540,CareSource KY HMO HIX,61690,CareSource HIX KY,7448,CareSource Management Group,Health Exchange,HMO-HIX,7504,Express Scripts PBM
13104,202112,65541,Blue Cross Blue Shield of Massachusetts HMO HIX,61691,BCBS Massachusetts 3 Tier HIX,7513,Blue Cross Blue Shield of Massachusetts,Health Exchange,HMO-HIX,7504,Express Scripts PBM
13104,202112,65543,Cigna HealthCare of Colorado PPO HIX,61275,Cigna Essential CO 5-Tier HIX,3164,Cigna Corporation,Health Exchange,PPO-HIX,7504,Express Scripts PBM
13104,202112,65549,AvMed Health Plan HMO 5 Tier,61542,AvMed Engage and Empower Formulary,3326,Santa Fe Healthcare,Commercial,HMO,884,CVS Caremark RX
13104,202112,65550,AvMed Health Plan POS 5 Tier,61542,AvMed Engage and Empower Formulary,3326,Santa Fe Healthcare,Commercial,POS,884,CVS Caremark RX
13104,202112,65554,UnitedHealthcare FEHBP Choice Plus Advanced,61702,UnitedHealthcare FEHBP - Choice Plus Advanced,3180,"UnitedHealth Group, Inc.",Commercial,Other Insurer,889,OptumRx
13104,202112,65555,The Boeing Company,64558,The Boeing Formulary,60243,Prime Therapeutics,Commercial,Employer,60243,Prime Therapeutics
13104,202112,65556,SummaCare Medicare Topaz,59350,"SummaCare Medicare Topaz, Ruby, Sapphire and Emerald",7485,"SummaCare, Inc.",Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65557,Express Scripts EGWP High Performance 3 Tier,61713,Express Scripts EGWP High Performance 3 Tier,7504,Express Scripts PBM,Medicare Part D,PDP,7504,Express Scripts PBM
13104,202112,65566,Aetna Value PPO 5 Tier ,61715,Aetna Value and Value Plus,70777,CVS Health (Aetna),Commercial,PPO,884,CVS Caremark RX
13104,202112,65567,Aetna Value HMO 5 Tier ,61715,Aetna Value and Value Plus,70777,CVS Health (Aetna),Commercial,HMO,884,CVS Caremark RX
13104,202112,65568,Aetna Value POS 5 Tier ,61715,Aetna Value and Value Plus,70777,CVS Health (Aetna),Commercial,POS,884,CVS Caremark RX
13104,202112,65569,Aetna Value Plus PPO 5 Tier,61715,Aetna Value and Value Plus,70777,CVS Health (Aetna),Commercial,PPO,884,CVS Caremark RX
13104,202112,65570,Aetna Value Plus HMO 5 Tier,61715,Aetna Value and Value Plus,70777,CVS Health (Aetna),Commercial,HMO,884,CVS Caremark RX
13104,202112,65571,Aetna Value Plus POS 5 Tier,61715,Aetna Value and Value Plus,70777,CVS Health (Aetna),Commercial,POS,884,CVS Caremark RX
13104,202112,65616,Kaiser Foundation Health Plan of Colorado HIX - Denver/Boulder/Northern,61764,Kaiser Permanente Colorado - Denver/Boulder/Northern HIX,3171,"Kaiser Foundation Health Plans, Inc.",Health Exchange,HMO-HIX,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65618,State of New Jersey Government Employees,63633,State of NJ Health Benefits Program,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,65623,Sanford Health Plan Medicaid,61747,Sanford Health Plan North Dakota Medicaid,63634,State of North Dakota,Managed Medicaid,HMO - Medicaid,7181,Health Information Designs
13104,202112,65627,Neighborhood Health Plan of RI Rhody Health Partners,59894,Neighborhood Health Plan of RI Rite Care,63132,Neighborhood Health Plan of Rhode Island,Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,65628,Aetna Better Health Louisiana,61740,Aetna Better Health of Louisiana,63618,State of Louisiana,Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,65630,Kaiser Permanente Maryland HealthChoice,61753,Kaiser Permanente Maryland HealthChoice,3171,"Kaiser Foundation Health Plans, Inc.",Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65631,Elixir Rx Standard,61780,Elixir Standard Formulary,5997,Elixir PBM,Commercial,PBM Offering,5997,Elixir PBM
13104,202112,65632,Aetna Better Health of New Jersey,61770,Aetna Better Health of New Jersey,70777,CVS Health (Aetna),Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,65633,UCare MinnesotaCare,60057,UCare Minnesota Medicaid,7445,"UCare Minnesota, Inc.",Managed Medicaid,HMO - Medicaid,7504,Express Scripts PBM
13104,202112,65635,BluePlus MinnesotaCare,59841,BCBS of Minnesota Medicaid GenRx,5706,Blue Cross Blue Shield of Minnesota,Managed Medicaid,HMO - Medicaid,60243,Prime Therapeutics
13104,202112,65636,Itasca MinnesotaCare,60478,IMCare,63848,ITASCA Medical Care,Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,65637,PrimeWest MinnesotaCare,59696,PrimeWest Health Medicaid,7438,Prime West Central County Based Purchasing Initiative Inc.,Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65638,South Country Health Alliance MinnesotaCare,60064,South Country Health Alliance,7434,"South Country Health Alliance, Inc.",Managed Medicaid,HMO - Medicaid,7237,PerformRx
13104,202112,65639,HealthPartners MinnesotaCare,60931,HealthPartners Minnesota Health Care Programs,5729,"HealthPartners, Inc.",Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65640,Rocky Mountain RAE1,59595,Colorado State Medicaid,63604,State of Colorado,State Medicaid,State Medicaid,2596,Magellan Rx Management
13104,202112,65641,Colorado Access RAE3 & RAE5,59595,Colorado State Medicaid,63604,State of Colorado,State Medicaid,State Medicaid,2596,Magellan Rx Management
13104,202112,65642,Highmark Health Options,62141,Highmark Health Options,63606,State of Delaware,Managed Medicaid,HMO - Medicaid,7504,Express Scripts PBM
13104,202112,65644,My Choice Wisconsin Health Plan-BadgerCare Plus,62200,My Choice Wisconsin BadgeCare Plus,63649,State of Wisconsin,Managed Medicaid,HMO - Medicaid,6189,Gainwell Technologies
13104,202112,65647,Blue Cross Complete Healthy Michigan,60434,Blue Cross Complete,7510,Blue Cross Blue Shield of Michigan,Managed Medicaid,HMO - Medicaid,7237,PerformRx
13104,202112,65648,Aetna Better Health of Michigan Healthy Michigan,61409,Aetna Better Health of Michigan,70777,CVS Health (Aetna),Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,65651,McLaren Health Plan Healthy Michigan,60184,McLaren Health Plan Medicaid,17200,McLaren Health Care Corporation,Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65652,HAP Empowered Healthy Michigan,60604,HAP Empowered Formulary,3345,Health Alliance Plan HAP (Henry Ford Health System),Managed Medicaid,HMO - Medicaid,7504,Express Scripts PBM
13104,202112,65653,Molina Healthcare of Michigan Healthy Michigan,60375,Molina Healthcare of Michigan,6149,"Molina Health Care, Inc.",Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,65654,Priority Health Choice Healthy Michigan,60061,Priority Health Michigan Medicaid,69677,Spectrum Health System,Managed Medicaid,HMO - Medicaid,7504,Express Scripts PBM
13104,202112,65655,Total Health Care Healthy Michigan,61741,Total Health Care Healthy Michigan Formulary,17182,"Total Health Care, Inc",Managed Medicaid,HMO - Medicaid,5997,Elixir PBM
13104,202112,65656,Unitedhealthcare Community Plan of Michigan Healthy Michigan,59959,UnitedHealthcare Community Plan of Michigan (formerly Great Lakes HP),3180,"UnitedHealth Group, Inc.",Managed Medicaid,HMO - Medicaid,889,OptumRx
13104,202112,65657,Upper Peninsula Health Plan Healthy Michigan,59832,Upper Peninsula Health Plan,63039,Upper Peninsula Health Plan,Managed Medicaid,HMO - Medicaid,2596,Magellan Rx Management
13104,202112,65659,Meridian Health Plan of Michigan Healthy Michigan,60041,Meridian Health Plan of Michigan,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,61376,MeridianRx
13104,202112,65701,Triple-S Medicaid,62191,Triple-S Medicaid,63836,Commonwealth of Puerto Rico,Managed Medicaid,HMO - Medicaid,62490,Abarca Health
13104,202112,65702,First Medical Health Plan Medicaid,62185,First Medical Health Plan Medicaid,63836,Commonwealth of Puerto Rico,Managed Medicaid,HMO - Medicaid,62490,Abarca Health
13104,202112,65703,MMM Multi Health Medicaid,62187,MMM Multi Health Medicaid,63836,Commonwealth of Puerto Rico,Managed Medicaid,HMO - Medicaid,62490,Abarca Health
13104,202112,65707,Anthem HIP Plus,61755,Anthem HIP Plus Plan,3181,"Anthem, Inc.",Managed Medicaid,HMO - Medicaid,69652,IngenioRx
13104,202112,65708,Anthem HIP State Plus,61757,Anthem HIP State Plus Plan,3181,"Anthem, Inc.",Managed Medicaid,HMO - Medicaid,69652,IngenioRx
13104,202112,65709,Anthem HIP State Basic,61758,Anthem HIP State Basic Plan,3181,"Anthem, Inc.",Managed Medicaid,HMO - Medicaid,69652,IngenioRx
13104,202112,65710,MDwise HIP Basic,61771,MDwise HIP Basic Plan,17200,McLaren Health Care Corporation,Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65711,MDwise HIP State Basic,61772,MDwise HIP State Plan,17200,McLaren Health Care Corporation,Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65712,MDwise HIP Plus,61790,MDwise HIP Plus Plan,17200,McLaren Health Care Corporation,Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,65713,Managed Health Services Indiana HIP Plus,61793,MHS Healthy Indiana HIP Plus,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,6337,Envolve Pharmacy Solutions
13104,202112,65714,Managed Health Services Indiana HIP Basic,61744,MHS Healthy Indiana HIP Basic,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,6337,Envolve Pharmacy Solutions
13104,202112,65716,Managed Health Services Indiana HIP State Plus,61746,MHS Healthy Indiana HIP State Plus,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,6337,Envolve Pharmacy Solutions
13104,202112,65717,Managed Health Services Indiana HIP State Basic,61745,MHS Healthy Indiana HIP State,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,6337,Envolve Pharmacy Solutions
13104,202112,65718,EmblemHealth EGWP National Drug Plan PDP,61738,EmblemHealth National Drug Plan (PDP) Standard/Enhanced Formulary,60214,"EmblemHealth, Inc.",Medicare Part D,PDP,65113,EmblemHealth Pharmacy Benefit Services
